TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
MEDICAL1,Sanjeevani Medical Express,Medical,25,False,2023-09-10 07:26:14,2023-09-10 07:28:29,47,41.5,36.9,0,1757,24,0,True,,
ARMY12,Army Supply Special,Military,18,False,2023-09-10 08:32:28,2023-09-10 08:32:56,64,27.2,26.2,0,499,17,19,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,2,False,2023-09-10 09:23:30,2023-09-10 09:24:01,68,37.5,0.7,0,578,1,3,True,,
14789,Dayabasti Local,Passenger,3,False,2023-09-10 08:26:22,2023-09-10 08:26:44,90,25.6,9.9,0,561,2,4,True,,
ARMY12,Army Supply Special,Military,6,False,2023-09-10 10:19:06,2023-09-10 10:20:12,43,6.1,36.2,0,790,5,7,True,,
22345,Old Delhi Passenger,Passenger,16,False,2023-09-10 10:57:08,2023-09-10 10:59:17,62,1.4,5.3,0,2219,15,17,True,,
14567,Patel Nagar Passenger,Passenger,4,False,2023-09-10 07:35:59,2023-09-10 07:38:59,45,20.5,9.9,0,2244,3,5,True,,
12016,Delhi Sarai Rohilla Express,Express,20,False,2023-09-10 07:00:44,2023-09-10 07:01:29,66,19.2,27.7,0,819,19,21,True,,
76543,Gurugram SF 2,Superfast,5,False,2023-09-10 09:28:17,2023-09-10 09:29:35,61,12.4,23.3,0,1321,4,6,True,,
99999,Kirti Nagar Express,Express,9,False,2023-09-10 08:53:23,2023-09-10 08:54:46,70,10.7,2.7,0,1614,8,10,True,,
14567,Patel Nagar Passenger,Passenger,7,False,2023-09-10 09:11:44,2023-09-10 09:12:28,92,23.1,38.4,0,1126,6,8,True,,
ARMY24,Army Special,Military,10,False,2023-09-10 07:22:37,2023-09-10 07:24:15,41,20.6,11.3,0,1114,9,11,False,,
98765,Kirti-Sarai Passenger,Passenger,17,True,2023-09-10 09:25:13,2023-09-10 09:25:13,0,46.8,8.4,193,1805,16,18,True,Shakur Basti,3.0
14789,Dayabasti Local,Passenger,2,True,2023-09-10 07:08:36,2023-09-10 07:08:36,0,8.8,7.8,156,455,1,3,True,Gurugram,6.0
98765,Kirti-Sarai Passenger,Passenger,5,False,2023-09-10 08:48:24,2023-09-10 08:49:48,55,27.2,4.1,0,1284,4,6,True,,
14789,Dayabasti Local,Passenger,21,False,2023-09-10 08:01:36,2023-09-10 08:03:13,56,27.5,33.7,0,1506,20,22,True,,
MEDICAL2,Lifeline Express,Medical,5,False,2023-09-10 06:29:28,2023-09-10 06:30:56,61,26.4,24.6,0,1492,4,6,True,,
11223,Capital Express,Express,23,False,2023-09-10 06:04:45,2023-09-10 06:06:31,74,39.9,39.1,0,2176,22,24,False,,
ARMY24,Army Special,Military,22,False,2023-09-10 09:03:22,2023-09-10 09:05:45,54,35.9,27.0,0,2145,21,23,False,,
99999,Kirti Nagar Express,Express,19,True,2023-09-10 07:32:00,2023-09-10 07:32:00,0,26.8,4.4,0,2393,18,20,True,,
11223,Capital Express,Express,23,True,2023-09-10 06:13:55,2023-09-10 06:13:55,0,1.6,20.1,295,1428,22,24,False,Delhi Sarai Rohilla,3.0
12015,Gurugram Superfast,Superfast,19,False,2023-09-10 07:49:21,2023-09-10 07:51:43,41,14.2,21.5,0,1612,18,20,True,,
76543,Gurugram SF 2,Superfast,20,False,2023-09-10 08:56:31,2023-09-10 08:58:02,61,8.3,13.4,0,1544,19,21,True,,
11223,Capital Express,Express,21,False,2023-09-10 09:29:08,2023-09-10 09:30:17,100,10.4,3.3,0,1916,20,22,False,,
MEDICAL2,Lifeline Express,Medical,14,False,2023-09-10 08:09:31,2023-09-10 08:10:02,93,43.7,26.3,0,813,13,15,True,,
ARMY12,Army Supply Special,Military,22,False,2023-09-10 08:02:51,2023-09-10 08:03:42,60,21.8,5.5,0,852,21,23,True,,
11223,Capital Express,Express,16,False,2023-09-10 10:26:20,2023-09-10 10:26:41,108,17.8,4.9,0,627,15,17,False,,
98765,Kirti-Sarai Passenger,Passenger,1,False,2023-09-10 10:46:49,2023-09-10 10:47:38,79,20.9,0.6,0,1084,0,2,True,,
MEDICAL2,Lifeline Express,Medical,11,True,2023-09-10 10:00:51,2023-09-10 10:00:51,0,16.2,6.2,291,2034,10,12,True,Patel Nagar,5.0
99999,Kirti Nagar Express,Express,10,False,2023-09-10 10:26:01,2023-09-10 10:27:03,87,11.5,13.4,0,1497,9,11,True,,
99999,Kirti Nagar Express,Express,15,False,2023-09-10 07:16:34,2023-09-10 07:17:08,99,11.3,34.5,0,948,14,16,True,,
76543,Gurugram SF 2,Superfast,4,False,2023-09-10 07:46:49,2023-09-10 07:47:38,57,15.3,30.8,0,780,3,5,True,,
14567,Patel Nagar Passenger,Passenger,9,False,2023-09-10 09:06:04,2023-09-10 09:07:08,85,45.4,10.3,0,1516,8,10,True,,
ARMY24,Army Special,Military,16,True,2023-09-10 08:34:00,2023-09-10 08:34:00,0,12.5,18.0,300,1192,15,17,False,Shakur Basti,3.0
MEDICAL1,Sanjeevani Medical Express,Medical,1,False,2023-09-10 06:46:28,2023-09-10 06:47:57,72,38.5,37.2,0,1775,0,2,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,24,False,2023-09-10 10:37:21,2023-09-10 10:38:43,71,31.8,41.8,0,1616,23,25,True,,
MEDICAL2,Lifeline Express,Medical,1,False,2023-09-10 06:30:54,2023-09-10 06:33:49,45,2.1,34.7,0,2183,0,2,True,,
98765,Kirti-Sarai Passenger,Passenger,25,False,2023-09-10 08:50:26,2023-09-10 08:50:52,57,5.2,36.3,0,412,24,0,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,25,False,2023-09-10 08:47:14,2023-09-10 08:48:29,78,21.8,14.9,0,1617,24,0,True,,
12016,Delhi Sarai Rohilla Express,Express,13,False,2023-09-10 07:08:31,2023-09-10 07:10:03,91,27.0,34.4,0,2322,12,14,True,,
12016,Delhi Sarai Rohilla Express,Express,8,False,2023-09-10 10:07:20,2023-09-10 10:09:41,63,25.0,9.5,0,2465,7,9,True,,
22345,Old Delhi Passenger,Passenger,18,False,2023-09-10 10:54:37,2023-09-10 10:55:14,78,1.6,22.9,0,811,17,19,True,,
MEDICAL2,Lifeline Express,Medical,18,True,2023-09-10 08:23:00,2023-09-10 08:23:00,0,20.3,12.5,0,1080,17,19,True,,
12016,Delhi Sarai Rohilla Express,Express,19,False,2023-09-10 07:23:19,2023-09-10 07:25:39,50,33.7,19.3,0,1942,18,20,True,,
11223,Capital Express,Express,16,False,2023-09-10 09:15:50,2023-09-10 09:16:40,94,48.1,0.2,0,1317,15,17,False,,
98765,Kirti-Sarai Passenger,Passenger,18,False,2023-09-10 08:02:03,2023-09-10 08:03:06,110,42.8,32.4,0,1932,17,19,True,,
ARMY24,Army Special,Military,8,True,2023-09-10 08:39:16,2023-09-10 08:39:16,0,23.8,6.9,136,987,7,9,False,Kirti Nagar,4.0
12016,Delhi Sarai Rohilla Express,Express,3,False,2023-09-10 07:29:52,2023-09-10 07:30:44,79,30.9,15.5,0,1143,2,4,True,,
ARMY12,Army Supply Special,Military,4,True,2023-09-10 09:46:48,2023-09-10 09:46:48,0,21.8,7.3,228,2387,3,5,True,Gurugram,2.0
12015,Gurugram Superfast,Superfast,1,True,2023-09-10 07:41:39,2023-09-10 07:41:39,0,13.2,35.7,99,1910,0,2,True,Gurugram,3.0
22345,Old Delhi Passenger,Passenger,7,False,2023-09-10 07:35:33,2023-09-10 07:36:07,89,0.9,1.0,0,837,6,8,True,,
ARMY12,Army Supply Special,Military,17,False,2023-09-10 07:57:36,2023-09-10 07:59:12,86,38.8,43.2,0,2295,16,18,True,,
99999,Kirti Nagar Express,Express,17,False,2023-09-10 07:47:36,2023-09-10 07:49:13,76,37.9,1.1,0,2042,16,18,True,,
12016,Delhi Sarai Rohilla Express,Express,5,True,2023-09-10 10:23:16,2023-09-10 10:23:16,0,26.0,3.2,136,2084,4,6,True,Gurugram,6.0
12015,Gurugram Superfast,Superfast,17,False,2023-09-10 06:08:59,2023-09-10 06:09:58,84,27.1,43.2,0,1378,16,18,True,,
22345,Old Delhi Passenger,Passenger,4,False,2023-09-10 08:15:49,2023-09-10 08:16:39,64,27.7,28.2,0,882,3,5,True,,
76543,Gurugram SF 2,Superfast,25,False,2023-09-10 10:19:34,2023-09-10 10:21:08,90,38.7,14.8,0,2354,24,0,True,,
99999,Kirti Nagar Express,Express,4,False,2023-09-10 10:00:00,2023-09-10 10:01:00,71,36.6,39.7,0,1186,3,5,True,,
76543,Gurugram SF 2,Superfast,10,True,2023-09-10 06:28:55,2023-09-10 06:28:55,0,2.7,37.9,295,1727,9,11,True,Patel Nagar,5.0
ARMY24,Army Special,Military,8,False,2023-09-10 09:49:20,2023-09-10 09:51:41,62,28.1,23.8,0,2422,7,9,False,,
MEDICAL2,Lifeline Express,Medical,12,False,2023-09-10 10:39:01,2023-09-10 10:41:02,60,22.5,43.1,0,2017,11,13,True,,
ARMY24,Army Special,Military,5,False,2023-09-10 07:16:06,2023-09-10 07:17:13,73,37.7,40.0,0,1355,4,6,False,,
14567,Patel Nagar Passenger,Passenger,8,False,2023-09-10 08:06:33,2023-09-10 08:08:06,67,17.9,42.5,0,1736,7,9,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,1,False,2023-09-10 07:16:33,2023-09-10 07:17:07,66,3.1,0.4,0,623,0,2,True,,
98765,Kirti-Sarai Passenger,Passenger,17,True,2023-09-10 09:59:12,2023-09-10 09:59:12,0,31.7,32.2,132,1128,16,18,True,Shakur Basti,6.0
14789,Dayabasti Local,Passenger,18,True,2023-09-10 08:51:00,2023-09-10 08:51:00,0,34.9,12.5,0,986,17,19,True,,
14567,Patel Nagar Passenger,Passenger,12,True,2023-09-10 10:58:28,2023-09-10 10:58:28,0,30.5,7.8,149,2077,11,13,True,Patel Nagar,1.0
ARMY12,Army Supply Special,Military,12,False,2023-09-10 06:13:38,2023-09-10 06:15:16,67,12.8,42.2,0,1827,11,13,True,,
76543,Gurugram SF 2,Superfast,23,False,2023-09-10 08:42:39,2023-09-10 08:44:18,67,5.5,8.5,0,1849,22,24,True,,
76543,Gurugram SF 2,Superfast,16,False,2023-09-10 07:21:27,2023-09-10 07:22:54,71,22.3,0.1,0,1725,15,17,True,,
22345,Old Delhi Passenger,Passenger,6,False,2023-09-10 09:22:19,2023-09-10 09:22:39,84,16.9,14.8,0,466,5,7,True,,
98765,Kirti-Sarai Passenger,Passenger,6,True,2023-09-10 09:32:58,2023-09-10 09:32:58,0,8.2,43.3,118,773,5,7,True,Kirti Nagar,5.0
MEDICAL2,Lifeline Express,Medical,25,False,2023-09-10 10:47:59,2023-09-10 10:48:58,106,28.6,5.7,0,1751,24,0,True,,
98765,Kirti-Sarai Passenger,Passenger,21,False,2023-09-10 10:10:53,2023-09-10 10:11:47,85,11.6,17.7,0,1269,20,22,True,,
14567,Patel Nagar Passenger,Passenger,21,True,2023-09-10 06:57:04,2023-09-10 06:57:04,0,40.8,14.4,125,1476,20,22,True,Delhi Sarai Rohilla,5.0
76543,Gurugram SF 2,Superfast,4,False,2023-09-10 06:45:19,2023-09-10 06:46:38,55,41.4,13.4,0,1212,3,5,True,,
ARMY24,Army Special,Military,18,True,2023-09-10 10:48:00,2023-09-10 10:48:00,0,5.0,44.3,0,2446,17,19,False,,
14567,Patel Nagar Passenger,Passenger,18,False,2023-09-10 09:53:42,2023-09-10 09:54:25,97,11.8,5.9,0,1156,17,19,True,,
ARMY12,Army Supply Special,Military,12,False,2023-09-10 08:56:45,2023-09-10 08:57:30,105,2.7,42.7,0,1317,11,13,True,,
MEDICAL2,Lifeline Express,Medical,21,True,2023-09-10 07:27:18,2023-09-10 07:27:18,0,29.9,3.6,78,616,20,22,True,Delhi Sarai Rohilla,3.0
22345,Old Delhi Passenger,Passenger,11,False,2023-09-10 08:46:30,2023-09-10 08:48:01,69,10.1,4.8,0,1735,10,12,True,,
11223,Capital Express,Express,16,True,2023-09-10 07:04:58,2023-09-10 07:04:58,0,3.9,5.0,119,921,15,17,False,Shakur Basti,2.0
98765,Kirti-Sarai Passenger,Passenger,6,False,2023-09-10 06:09:24,2023-09-10 06:09:48,103,6.4,19.5,0,689,5,7,True,,
22345,Old Delhi Passenger,Passenger,13,False,2023-09-10 06:18:28,2023-09-10 06:18:57,99,32.9,33.2,0,796,12,14,True,,
12016,Delhi Sarai Rohilla Express,Express,21,True,2023-09-10 06:45:21,2023-09-10 06:45:21,0,49.6,18.8,81,797,20,22,True,Delhi Sarai Rohilla,6.0
12015,Gurugram Superfast,Superfast,25,False,2023-09-10 06:03:04,2023-09-10 06:04:09,83,28.9,15.1,0,1488,24,0,True,,
14567,Patel Nagar Passenger,Passenger,4,True,2023-09-10 09:00:51,2023-09-10 09:00:51,0,17.0,34.9,171,2345,3,5,True,Gurugram,1.0
98765,Kirti-Sarai Passenger,Passenger,3,True,2023-09-10 10:24:30,2023-09-10 10:24:30,0,15.1,10.4,210,1277,2,4,True,Gurugram,4.0
ARMY24,Army Special,Military,19,False,2023-09-10 08:09:53,2023-09-10 08:11:47,69,3.7,10.3,0,2178,18,20,False,,
12015,Gurugram Superfast,Superfast,14,True,2023-09-10 06:48:24,2023-09-10 06:48:24,0,43.4,22.4,264,1613,13,15,True,Dayabasti,4.0
98765,Kirti-Sarai Passenger,Passenger,2,False,2023-09-10 09:47:45,2023-09-10 09:48:30,60,16.5,20.1,0,757,1,3,True,,
12015,Gurugram Superfast,Superfast,8,True,2023-09-10 09:39:40,2023-09-10 09:39:40,0,8.0,41.1,220,1737,7,9,True,Kirti Nagar,3.0
MEDICAL1,Sanjeevani Medical Express,Medical,4,False,2023-09-10 09:15:27,2023-09-10 09:15:55,98,19.9,39.1,0,759,3,5,True,,
14567,Patel Nagar Passenger,Passenger,8,False,2023-09-10 06:22:52,2023-09-10 06:23:45,97,40.7,16.7,0,1418,7,9,True,,
12015,Gurugram Superfast,Superfast,23,False,2023-09-10 10:27:13,2023-09-10 10:28:27,81,17.9,7.4,0,1663,22,24,True,,
12016,Delhi Sarai Rohilla Express,Express,1,False,2023-09-10 10:07:40,2023-09-10 10:09:21,68,27.6,7.2,0,1903,0,2,True,,
14567,Patel Nagar Passenger,Passenger,25,False,2023-09-10 07:11:30,2023-09-10 07:12:00,70,37.6,14.0,0,584,24,0,True,,
99999,Kirti Nagar Express,Express,3,False,2023-09-10 06:21:34,2023-09-10 06:23:09,68,15.4,40.4,0,1792,2,4,True,,
14567,Patel Nagar Passenger,Passenger,21,False,2023-09-10 08:21:58,2023-09-10 08:22:56,88,16.9,1.3,0,1429,20,22,True,,
12016,Delhi Sarai Rohilla Express,Express,13,False,2023-09-10 09:26:09,2023-09-10 09:28:19,64,42.7,11.1,0,2306,12,14,True,,
MEDICAL2,Lifeline Express,Medical,12,False,2023-09-10 07:04:48,2023-09-10 07:07:37,40,35.7,42.6,0,1873,11,13,True,,
14789,Dayabasti Local,Passenger,25,False,2023-09-10 07:58:09,2023-09-10 07:59:19,58,49.2,42.1,0,1124,24,0,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,6,False,2023-09-10 10:22:14,2023-09-10 10:23:29,109,19.3,36.7,0,2270,5,7,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,23,False,2023-09-10 09:49:45,2023-09-10 09:50:31,94,16.7,27.8,0,1201,22,24,True,,
12016,Delhi Sarai Rohilla Express,Express,8,False,2023-09-10 07:33:35,2023-09-10 07:35:11,83,49.1,9.6,0,2203,7,9,True,,
12015,Gurugram Superfast,Superfast,4,False,2023-09-10 06:56:19,2023-09-10 06:56:38,90,17.5,9.3,0,486,3,5,True,,
99999,Kirti Nagar Express,Express,15,False,2023-09-10 09:01:12,2023-09-10 09:02:24,71,34.4,2.8,0,1429,14,16,True,,
14567,Patel Nagar Passenger,Passenger,10,False,2023-09-10 10:18:17,2023-09-10 10:19:34,84,22.0,19.4,0,1807,9,11,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,19,True,2023-09-10 06:07:00,2023-09-10 06:07:00,0,28.6,26.7,0,1553,18,20,True,,
99999,Kirti Nagar Express,Express,19,False,2023-09-10 09:48:58,2023-09-10 09:50:56,72,36.0,1.2,0,2365,18,20,True,,
22345,Old Delhi Passenger,Passenger,7,True,2023-09-10 07:32:30,2023-09-10 07:32:30,0,31.0,43.9,210,2077,6,8,True,Kirti Nagar,5.0
14789,Dayabasti Local,Passenger,16,False,2023-09-10 07:17:43,2023-09-10 07:20:26,42,29.7,7.9,0,1902,15,17,True,,
12015,Gurugram Superfast,Superfast,19,True,2023-09-10 06:47:00,2023-09-10 06:47:00,0,12.9,26.9,0,1172,18,20,True,,
14789,Dayabasti Local,Passenger,24,False,2023-09-10 09:20:17,2023-09-10 09:21:34,89,37.9,19.1,0,1907,23,25,True,,
22345,Old Delhi Passenger,Passenger,12,False,2023-09-10 06:04:09,2023-09-10 06:05:18,79,26.0,2.7,0,1518,11,13,True,,
12015,Gurugram Superfast,Superfast,13,False,2023-09-10 10:05:37,2023-09-10 10:06:14,101,7.6,6.0,0,1052,12,14,True,,
11223,Capital Express,Express,14,False,2023-09-10 06:36:06,2023-09-10 06:37:12,68,48.6,30.3,0,1254,13,15,False,,
14567,Patel Nagar Passenger,Passenger,14,True,2023-09-10 07:33:22,2023-09-10 07:33:22,0,44.2,10.0,203,1737,13,15,True,Dayabasti,6.0
ARMY12,Army Supply Special,Military,23,False,2023-09-10 07:57:13,2023-09-10 07:58:26,41,24.7,36.3,0,833,22,24,True,,
99999,Kirti Nagar Express,Express,15,False,2023-09-10 10:34:21,2023-09-10 10:34:42,105,30.9,11.9,0,623,14,16,True,,
MEDICAL2,Lifeline Express,Medical,2,False,2023-09-10 09:44:16,2023-09-10 09:45:33,83,20.5,16.9,0,1764,1,3,True,,
12016,Delhi Sarai Rohilla Express,Express,20,True,2023-09-10 07:47:58,2023-09-10 07:47:58,0,26.1,44.7,119,1494,19,21,True,Delhi Sarai Rohilla,3.0
98765,Kirti-Sarai Passenger,Passenger,12,False,2023-09-10 07:35:52,2023-09-10 07:37:45,68,23.0,11.6,0,2132,11,13,True,,
99999,Kirti Nagar Express,Express,21,False,2023-09-10 06:29:46,2023-09-10 06:31:32,79,30.1,44.6,0,2327,20,22,True,,
11223,Capital Express,Express,7,False,2023-09-10 06:07:11,2023-09-10 06:08:23,44,35.0,36.5,0,876,6,8,False,,
12016,Delhi Sarai Rohilla Express,Express,24,False,2023-09-10 06:51:57,2023-09-10 06:52:55,92,18.5,13.2,0,1482,23,25,True,,
MEDICAL2,Lifeline Express,Medical,11,True,2023-09-10 06:43:10,2023-09-10 06:43:10,0,41.1,29.9,131,1553,10,12,True,Patel Nagar,6.0
MEDICAL2,Lifeline Express,Medical,2,False,2023-09-10 08:00:47,2023-09-10 08:01:34,109,48.0,26.4,0,1426,1,3,True,,
MEDICAL2,Lifeline Express,Medical,11,False,2023-09-10 08:53:57,2023-09-10 08:54:55,44,20.4,19.8,0,708,10,12,True,,
11223,Capital Express,Express,9,False,2023-09-10 08:33:47,2023-09-10 08:34:35,98,33.9,28.1,0,1295,8,10,False,,
14567,Patel Nagar Passenger,Passenger,13,False,2023-09-10 09:32:58,2023-09-10 09:33:56,79,32.7,18.5,0,1280,12,14,True,,
14567,Patel Nagar Passenger,Passenger,8,False,2023-09-10 07:26:01,2023-09-10 07:28:02,46,33.6,36.4,0,1547,7,9,True,,
22345,Old Delhi Passenger,Passenger,7,False,2023-09-10 06:38:16,2023-09-10 06:39:33,54,22.7,39.1,0,1151,6,8,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,10,False,2023-09-10 08:36:43,2023-09-10 08:38:27,82,11.8,29.2,0,2359,9,11,True,,
ARMY12,Army Supply Special,Military,12,False,2023-09-10 06:31:59,2023-09-10 06:32:59,53,47.9,38.0,0,883,11,13,True,,
76543,Gurugram SF 2,Superfast,3,False,2023-09-10 06:34:58,2023-09-10 06:35:57,110,25.5,38.3,0,1792,2,4,True,,
MEDICAL2,Lifeline Express,Medical,15,False,2023-09-10 07:03:26,2023-09-10 07:04:52,101,1.1,30.5,0,2425,14,16,True,,
14567,Patel Nagar Passenger,Passenger,4,False,2023-09-10 07:54:39,2023-09-10 07:56:18,54,6.8,37.0,0,1485,3,5,True,,
98765,Kirti-Sarai Passenger,Passenger,18,False,2023-09-10 07:39:45,2023-09-10 07:42:30,46,2.6,28.8,0,2111,17,19,True,,
ARMY24,Army Special,Military,19,False,2023-09-10 08:02:32,2023-09-10 08:04:05,61,39.7,28.2,0,1568,18,20,False,,
MEDICAL2,Lifeline Express,Medical,16,False,2023-09-10 06:21:50,2023-09-10 06:22:41,47,15.1,33.6,0,663,15,17,True,,
ARMY24,Army Special,Military,20,False,2023-09-10 10:28:23,2023-09-10 10:29:46,73,40.4,29.4,0,1690,19,21,False,,
98765,Kirti-Sarai Passenger,Passenger,15,False,2023-09-10 08:56:58,2023-09-10 08:57:57,66,38.4,5.2,0,1081,14,16,True,,
22345,Old Delhi Passenger,Passenger,1,False,2023-09-10 09:56:25,2023-09-10 09:59:50,42,26.3,24.8,0,2396,0,2,True,,
12016,Delhi Sarai Rohilla Express,Express,4,False,2023-09-10 09:01:35,2023-09-10 09:04:11,46,5.7,30.5,0,1988,3,5,True,,
14789,Dayabasti Local,Passenger,10,True,2023-09-10 10:12:52,2023-09-10 10:12:52,0,35.6,4.6,233,2105,9,11,True,Patel Nagar,5.0
11223,Capital Express,Express,9,True,2023-09-10 08:32:46,2023-09-10 08:32:46,0,22.6,21.4,167,2471,8,10,False,Kirti Nagar,5.0
76543,Gurugram SF 2,Superfast,21,False,2023-09-10 07:43:30,2023-09-10 07:44:01,103,31.7,4.1,0,877,20,22,True,,
76543,Gurugram SF 2,Superfast,5,False,2023-09-10 06:39:14,2023-09-10 06:39:28,101,0.8,16.4,0,403,4,6,True,,
12015,Gurugram Superfast,Superfast,20,False,2023-09-10 10:10:27,2023-09-10 10:10:54,83,30.7,15.9,0,633,19,21,True,,
99999,Kirti Nagar Express,Express,16,False,2023-09-10 10:16:26,2023-09-10 10:18:53,58,30.5,23.4,0,2361,15,17,True,,
98765,Kirti-Sarai Passenger,Passenger,14,True,2023-09-10 10:01:22,2023-09-10 10:01:22,0,26.3,30.0,142,994,13,15,True,Dayabasti,1.0
14567,Patel Nagar Passenger,Passenger,3,True,2023-09-10 07:05:52,2023-09-10 07:05:52,0,49.0,11.4,172,1611,2,4,True,Gurugram,2.0
98765,Kirti-Sarai Passenger,Passenger,4,True,2023-09-10 08:10:33,2023-09-10 08:10:33,0,12.8,22.3,213,2492,3,5,True,Gurugram,1.0
MEDICAL1,Sanjeevani Medical Express,Medical,11,False,2023-09-10 07:36:48,2023-09-10 07:37:36,81,20.5,15.5,0,1087,10,12,True,,
11223,Capital Express,Express,2,False,2023-09-10 08:30:47,2023-09-10 08:31:34,54,6.7,18.1,0,708,1,3,False,,
12015,Gurugram Superfast,Superfast,18,False,2023-09-10 07:20:16,2023-09-10 07:20:32,110,31.2,10.9,0,503,17,19,True,,
98765,Kirti-Sarai Passenger,Passenger,17,False,2023-09-10 10:41:14,2023-09-10 10:42:29,110,13.1,15.9,0,2290,16,18,True,,
12015,Gurugram Superfast,Superfast,1,False,2023-09-10 06:38:23,2023-09-10 06:39:47,103,24.2,7.7,0,2398,0,2,True,,
98765,Kirti-Sarai Passenger,Passenger,15,True,2023-09-10 07:51:57,2023-09-10 07:51:57,0,44.4,5.3,117,2039,14,16,True,Shakur Basti,6.0
MEDICAL2,Lifeline Express,Medical,5,False,2023-09-10 10:37:54,2023-09-10 10:38:48,110,40.1,3.9,0,1651,4,6,True,,
ARMY12,Army Supply Special,Military,20,False,2023-09-10 10:06:18,2023-09-10 10:07:37,40,23.0,15.4,0,874,19,21,True,,
99999,Kirti Nagar Express,Express,9,False,2023-09-10 06:48:28,2023-09-10 06:48:56,103,17.5,19.6,0,806,8,10,True,,
11223,Capital Express,Express,3,False,2023-09-10 10:08:00,2023-09-10 10:10:00,61,38.8,27.7,0,2036,2,4,False,,
14789,Dayabasti Local,Passenger,8,True,2023-09-10 06:22:34,2023-09-10 06:22:34,0,0.8,0.8,214,1612,7,9,True,Kirti Nagar,3.0
22345,Old Delhi Passenger,Passenger,6,False,2023-09-10 08:07:00,2023-09-10 08:08:00,100,34.2,26.2,0,1674,5,7,True,,
76543,Gurugram SF 2,Superfast,19,False,2023-09-10 07:10:36,2023-09-10 07:12:12,67,24.6,36.2,0,1794,18,20,True,,
MEDICAL2,Lifeline Express,Medical,4,False,2023-09-10 07:30:31,2023-09-10 07:32:02,90,14.4,13.3,0,2278,3,5,True,,
12015,Gurugram Superfast,Superfast,25,True,2023-09-10 07:03:34,2023-09-10 07:03:34,0,7.6,2.8,274,2223,24,0,True,Delhi Sarai Rohilla,6.0
99999,Kirti Nagar Express,Express,20,False,2023-09-10 07:55:04,2023-09-10 07:57:08,55,13.4,28.1,0,1898,19,21,True,,
76543,Gurugram SF 2,Superfast,20,True,2023-09-10 10:15:43,2023-09-10 10:15:43,0,40.3,25.0,283,902,19,21,True,Delhi Sarai Rohilla,2.0
22345,Old Delhi Passenger,Passenger,22,False,2023-09-10 09:20:10,2023-09-10 09:21:21,50,1.4,39.6,0,981,21,23,True,,
22345,Old Delhi Passenger,Passenger,7,False,2023-09-10 07:50:48,2023-09-10 07:51:36,75,44.3,1.0,0,1001,6,8,True,,
14567,Patel Nagar Passenger,Passenger,24,False,2023-09-10 08:12:34,2023-09-10 08:13:08,70,13.8,15.6,0,670,23,25,True,,
ARMY24,Army Special,Military,20,False,2023-09-10 08:07:07,2023-09-10 08:08:14,43,25.9,41.8,0,804,19,21,False,,
MEDICAL2,Lifeline Express,Medical,1,False,2023-09-10 08:32:19,2023-09-10 08:33:39,106,34.1,9.9,0,2354,0,2,True,,
22345,Old Delhi Passenger,Passenger,19,False,2023-09-10 06:14:57,2023-09-10 06:16:54,66,31.5,1.2,0,2154,18,20,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,8,False,2023-09-10 06:07:28,2023-09-10 06:08:56,90,49.1,10.5,0,2207,7,9,True,,
MEDICAL2,Lifeline Express,Medical,2,True,2023-09-10 07:28:55,2023-09-10 07:28:55,0,15.9,41.1,236,2192,1,3,True,Gurugram,6.0
98765,Kirti-Sarai Passenger,Passenger,16,False,2023-09-10 08:13:42,2023-09-10 08:14:25,74,9.5,21.8,0,881,15,17,True,,
98765,Kirti-Sarai Passenger,Passenger,7,False,2023-09-10 10:06:20,2023-09-10 10:06:40,105,1.6,34.2,0,589,6,8,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,17,True,2023-09-10 06:22:04,2023-09-10 06:22:04,0,38.9,12.1,245,1917,16,18,True,Shakur Basti,3.0
ARMY24,Army Special,Military,12,False,2023-09-10 07:31:34,2023-09-10 07:32:09,102,24.7,22.0,0,979,11,13,False,,
11223,Capital Express,Express,22,False,2023-09-10 07:56:44,2023-09-10 07:59:29,50,14.4,1.3,0,2286,21,23,False,,
98765,Kirti-Sarai Passenger,Passenger,1,False,2023-09-10 08:28:29,2023-09-10 08:28:59,66,45.8,23.6,0,541,0,2,True,,
98765,Kirti-Sarai Passenger,Passenger,2,False,2023-09-10 10:56:17,2023-09-10 10:59:34,44,0.3,5.2,0,2408,1,3,True,,
14567,Patel Nagar Passenger,Passenger,1,False,2023-09-10 07:30:54,2023-09-10 07:31:48,49,25.5,29.2,0,737,0,2,True,,
76543,Gurugram SF 2,Superfast,12,False,2023-09-10 07:16:58,2023-09-10 07:17:57,85,38.9,25.8,0,1387,11,13,True,,
