TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
ARMY12,Army Supply Special,Military,18,TRUE,2023-09-10 10:22:00,2023-09-10 07:50:00,0,49.4,10.2,0,1981,17,19,TRUE,NA,NA
99999,Kirti Nagar Express,Express,13,FALSE,2023-09-10 07:16:00,2023-09-10 07:05:00,66,26.7,7.6,0,2295,12,14,TRUE,NA,NA
14789,Dayabasti Local,Passenger,16,FALSE,2023-09-10 09:37:00,2023-09-10 09:59:00,107,7.8,8.2,0,1417,15,17,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,18,FALSE,2023-09-10 06:37:00,2023-09-10 09:24:00,58,26.5,24.8,0,1708,17,19,TRUE,NA,NA
99999,Kirti Nagar Express,Express,4,FALSE,2023-09-10 07:10:00,2023-09-10 10:01:00,107,47.4,1.8,0,574,3,5,TRUE,NA,NA
99999,Kirti Nagar Express,Express,10,TRUE,2023-09-10 10:50:00,2023-09-10 09:19:00,0,27.8,5.9,157,852,9,11,TRUE,Patel Nagar,4
22345,Old Delhi Passenger,Passenger,6,TRUE,2023-09-10 09:59:00,2023-09-10 08:05:00,0,9.2,10.3,297,2027,5,7,TRUE,Kirti Nagar,3
76543,Gurugram SF 2,Superfast,16,TRUE,2023-09-10 08:40:00,2023-09-10 06:53:00,0,33.9,43.8,296,1009,15,17,TRUE,Shakur Basti,3
98765,Kirti-Sarai Passenger,Passenger,21,TRUE,2023-09-10 10:21:00,2023-09-10 07:58:00,0,3.8,1.3,185,2379,20,22,TRUE,Delhi Sarai Rohilla,5
12016,Delhi Sarai Rohilla Express,Express,19,FALSE,2023-09-10 07:30:00,2023-09-10 09:22:00,49,39.8,37.5,0,850,18,20,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,4,FALSE,2023-09-10 08:41:00,2023-09-10 10:32:00,108,5.6,35.7,0,2027,3,5,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,9,FALSE,2023-09-10 09:34:00,2023-09-10 10:39:00,41,42.9,40.2,0,999,8,10,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,12,FALSE,2023-09-10 07:37:00,2023-09-10 10:45:00,107,10.0,22.8,0,855,11,13,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,4,FALSE,2023-09-10 06:21:00,2023-09-10 09:50:00,43,27.7,36.0,0,1511,3,5,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,3,FALSE,2023-09-10 10:15:00,2023-09-10 09:12:00,51,46.1,37.2,0,1643,2,4,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,25,FALSE,2023-09-10 08:13:00,2023-09-10 09:35:00,42,43.9,35.7,0,868,24,0,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,6,FALSE,2023-09-10 09:08:00,2023-09-10 09:45:00,50,31.4,5.8,0,2231,5,7,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,13,FALSE,2023-09-10 07:10:00,2023-09-10 10:07:00,65,15.9,32.6,0,860,12,14,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,8,FALSE,2023-09-10 10:03:00,2023-09-10 08:02:00,73,6.8,20.0,0,904,7,9,TRUE,NA,NA
99999,Kirti Nagar Express,Express,3,FALSE,2023-09-10 08:58:00,2023-09-10 07:53:00,42,39.1,36.0,0,1502,2,4,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,16,FALSE,2023-09-10 10:15:00,2023-09-10 06:46:00,49,37.8,19.2,0,1518,15,17,TRUE,NA,NA
11223,Capital Express,Express,24,FALSE,2023-09-10 06:16:00,2023-09-10 09:33:00,55,44.8,20.7,0,433,23,25,FALSE,NA,NA
12015,Gurugram Superfast,Superfast,20,TRUE,2023-09-10 06:12:00,2023-09-10 09:44:00,0,2.7,31.4,285,1577,19,21,TRUE,Delhi Sarai Rohilla,6
12016,Delhi Sarai Rohilla Express,Express,16,FALSE,2023-09-10 07:42:00,2023-09-10 09:00:00,42,25.1,26.1,0,1543,15,17,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,22,FALSE,2023-09-10 08:47:00,2023-09-10 10:32:00,43,23.4,27.1,0,2447,21,23,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,10,FALSE,2023-09-10 07:48:00,2023-09-10 09:15:00,75,36.9,5.2,0,1251,9,11,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,1,FALSE,2023-09-10 10:40:00,2023-09-10 09:55:00,46,36.7,4.7,0,1457,0,2,TRUE,NA,NA
ARMY12,Army Supply Special,Military,24,FALSE,2023-09-10 10:17:00,2023-09-10 06:50:00,99,30.2,20.6,0,587,23,25,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,8,FALSE,2023-09-10 09:57:00,2023-09-10 08:30:00,76,3.5,0.5,0,572,7,9,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,11,FALSE,2023-09-10 09:58:00,2023-09-10 09:21:00,83,4.8,1.6,0,1855,10,12,TRUE,NA,NA
11223,Capital Express,Express,16,FALSE,2023-09-10 08:49:00,2023-09-10 07:22:00,106,25.5,11.1,0,1863,15,17,FALSE,NA,NA
12015,Gurugram Superfast,Superfast,17,FALSE,2023-09-10 06:56:00,2023-09-10 08:12:00,46,31.3,40.5,0,1786,16,18,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,3,FALSE,2023-09-10 06:02:00,2023-09-10 10:48:00,48,7.7,41.7,0,434,2,4,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,2,FALSE,2023-09-10 06:43:00,2023-09-10 10:08:00,62,0.7,22.1,0,2299,1,3,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,7,FALSE,2023-09-10 09:56:00,2023-09-10 08:27:00,89,39.0,2.9,0,2488,6,8,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,12,FALSE,2023-09-10 06:45:00,2023-09-10 06:48:00,66,38.9,23.2,0,646,11,13,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,11,FALSE,2023-09-10 09:33:00,2023-09-10 09:21:00,63,15.5,10.3,0,2333,10,12,TRUE,NA,NA
99999,Kirti Nagar Express,Express,16,TRUE,2023-09-10 09:44:00,2023-09-10 10:37:00,0,1.9,21.2,60,980,15,17,TRUE,Shakur Basti,1
99999,Kirti Nagar Express,Express,11,FALSE,2023-09-10 10:15:00,2023-09-10 07:45:00,65,15.3,16.6,0,735,10,12,TRUE,NA,NA
14789,Dayabasti Local,Passenger,16,FALSE,2023-09-10 10:46:00,2023-09-10 06:31:00,76,10.9,6.4,0,1265,15,17,TRUE,NA,NA
ARMY12,Army Supply Special,Military,14,TRUE,2023-09-10 06:18:00,2023-09-10 08:20:00,0,33.9,27.8,178,1016,13,15,TRUE,Dayabasti,3
MEDICAL2,Lifeline Express,Medical,15,FALSE,2023-09-10 08:53:00,2023-09-10 06:02:00,106,1.6,43.1,0,2306,14,16,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,7,FALSE,2023-09-10 10:23:00,2023-09-10 08:31:00,91,47.9,33.9,0,2394,6,8,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,18,TRUE,2023-09-10 06:06:00,2023-09-10 09:43:00,0,15.1,4.5,0,1368,17,19,TRUE,NA,NA
ARMY12,Army Supply Special,Military,25,FALSE,2023-09-10 06:04:00,2023-09-10 06:15:00,64,6.9,28.1,0,1490,24,0,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,16,FALSE,2023-09-10 08:29:00,2023-09-10 08:22:00,45,45.0,32.0,0,2308,15,17,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,9,FALSE,2023-09-10 06:21:00,2023-09-10 08:16:00,92,41.3,0.9,0,2346,8,10,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,4,FALSE,2023-09-10 08:34:00,2023-09-10 06:26:00,109,40.3,44.9,0,2138,3,5,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,1,FALSE,2023-09-10 08:42:00,2023-09-10 06:41:00,70,26.6,10.7,0,840,0,2,TRUE,NA,NA
11223,Capital Express,Express,2,TRUE,2023-09-10 08:38:00,2023-09-10 09:03:00,0,5.5,12.4,292,2115,1,3,FALSE,Gurugram,5
12016,Delhi Sarai Rohilla Express,Express,13,FALSE,2023-09-10 10:52:00,2023-09-10 07:58:00,57,31.1,0.9,0,670,12,14,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,7,FALSE,2023-09-10 06:45:00,2023-09-10 09:21:00,102,42.9,33.5,0,2300,6,8,TRUE,NA,NA
11223,Capital Express,Express,15,FALSE,2023-09-10 06:33:00,2023-09-10 10:41:00,110,37.6,20.7,0,479,14,16,FALSE,NA,NA
99999,Kirti Nagar Express,Express,23,FALSE,2023-09-10 07:15:00,2023-09-10 07:20:00,66,28.6,21.2,0,2393,22,24,TRUE,NA,NA
ARMY12,Army Supply Special,Military,7,FALSE,2023-09-10 07:56:00,2023-09-10 08:11:00,89,12.1,20.3,0,2340,6,8,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,3,TRUE,2023-09-10 09:03:00,2023-09-10 06:11:00,0,22.1,23.8,271,1467,2,4,TRUE,Gurugram,5
76543,Gurugram SF 2,Superfast,5,FALSE,2023-09-10 10:24:00,2023-09-10 07:35:00,81,47.5,18.4,0,2340,4,6,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,20,FALSE,2023-09-10 10:58:00,2023-09-10 08:05:00,79,22.4,20.5,0,1572,19,21,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,23,FALSE,2023-09-10 09:14:00,2023-09-10 10:39:00,70,28.8,33.7,0,1249,22,24,TRUE,NA,NA
14789,Dayabasti Local,Passenger,10,TRUE,2023-09-10 10:00:00,2023-09-10 10:38:00,0,44.2,12.4,68,2417,9,11,TRUE,Patel Nagar,1
14567,Patel Nagar Passenger,Passenger,3,FALSE,2023-09-10 08:02:00,2023-09-10 06:45:00,70,44.0,38.3,0,2217,2,4,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,6,FALSE,2023-09-10 08:26:00,2023-09-10 06:37:00,80,13.7,0.9,0,2245,5,7,TRUE,NA,NA
ARMY12,Army Supply Special,Military,9,FALSE,2023-09-10 07:05:00,2023-09-10 07:05:00,90,30.3,33.3,0,787,8,10,TRUE,NA,NA
11223,Capital Express,Express,22,FALSE,2023-09-10 08:40:00,2023-09-10 07:15:00,45,11.5,28.2,0,420,21,23,FALSE,NA,NA
12015,Gurugram Superfast,Superfast,19,FALSE,2023-09-10 09:16:00,2023-09-10 08:59:00,91,24.7,32.6,0,616,18,20,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,18,FALSE,2023-09-10 10:40:00,2023-09-10 10:28:00,52,6.9,6.8,0,1706,17,19,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,4,FALSE,2023-09-10 09:17:00,2023-09-10 06:52:00,105,36.5,40.8,0,1671,3,5,TRUE,NA,NA
ARMY24,Army Special,Military,13,FALSE,2023-09-10 09:37:00,2023-09-10 09:03:00,63,16.7,4.9,0,1094,12,14,FALSE,NA,NA
11223,Capital Express,Express,16,FALSE,2023-09-10 09:38:00,2023-09-10 08:48:00,62,10.2,11.7,0,1638,15,17,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,20,FALSE,2023-09-10 06:50:00,2023-09-10 09:54:00,48,48.8,21.1,0,1069,19,21,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,19,FALSE,2023-09-10 07:18:00,2023-09-10 06:37:00,96,35.0,12.9,0,2277,18,20,TRUE,NA,NA
99999,Kirti Nagar Express,Express,2,FALSE,2023-09-10 09:12:00,2023-09-10 07:21:00,101,45.0,15.7,0,409,1,3,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,19,TRUE,2023-09-10 08:45:00,2023-09-10 09:18:00,0,22.3,7.2,0,1325,18,20,TRUE,NA,NA
ARMY12,Army Supply Special,Military,23,FALSE,2023-09-10 06:58:00,2023-09-10 06:13:00,64,14.7,43.4,0,1700,22,24,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,12,TRUE,2023-09-10 10:35:00,2023-09-10 10:16:00,0,31.0,6.1,282,1394,11,13,TRUE,Patel Nagar,1
11223,Capital Express,Express,15,FALSE,2023-09-10 07:57:00,2023-09-10 10:17:00,76,40.1,30.3,0,2039,14,16,FALSE,NA,NA
MEDICAL2,Lifeline Express,Medical,19,FALSE,2023-09-10 08:45:00,2023-09-10 07:53:00,68,7.8,33.4,0,1619,18,20,TRUE,NA,NA
11223,Capital Express,Express,20,FALSE,2023-09-10 07:53:00,2023-09-10 10:52:00,98,49.9,11.2,0,776,19,21,FALSE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,25,FALSE,2023-09-10 10:58:00,2023-09-10 10:42:00,106,25.2,0.5,0,1358,24,0,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,18,FALSE,2023-09-10 06:22:00,2023-09-10 09:30:00,43,15.1,6.3,0,1875,17,19,TRUE,NA,NA
ARMY24,Army Special,Military,19,TRUE,2023-09-10 09:11:00,2023-09-10 07:11:00,0,0.3,23.5,0,834,18,20,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,3,TRUE,2023-09-10 07:39:00,2023-09-10 09:53:00,0,36.3,22.2,129,1127,2,4,TRUE,Gurugram,4
14567,Patel Nagar Passenger,Passenger,19,FALSE,2023-09-10 06:31:00,2023-09-10 09:47:00,66,47.7,5.2,0,537,18,20,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,25,FALSE,2023-09-10 07:24:00,2023-09-10 08:54:00,47,41.5,36.9,0,1757,24,0,TRUE,NA,NA
ARMY12,Army Supply Special,Military,18,FALSE,2023-09-10 08:32:00,2023-09-10 06:19:00,64,27.2,26.2,0,499,17,19,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,2,FALSE,2023-09-10 09:23:00,2023-09-10 10:46:00,68,37.5,0.7,0,578,1,3,TRUE,NA,NA
14789,Dayabasti Local,Passenger,3,FALSE,2023-09-10 08:26:00,2023-09-10 09:38:00,90,25.6,9.9,0,561,2,4,TRUE,NA,NA
ARMY12,Army Supply Special,Military,6,FALSE,2023-09-10 10:18:00,2023-09-10 08:55:00,43,6.1,36.2,0,790,5,7,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,16,FALSE,2023-09-10 10:55:00,2023-09-10 08:52:00,62,1.4,5.3,0,2219,15,17,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,4,FALSE,2023-09-10 07:33:00,2023-09-10 07:15:00,45,20.5,9.9,0,2244,3,5,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,20,FALSE,2023-09-10 07:00:00,2023-09-10 07:56:00,66,19.2,27.7,0,819,19,21,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,5,FALSE,2023-09-10 09:27:00,2023-09-10 10:42:00,61,12.4,23.3,0,1321,4,6,TRUE,NA,NA
99999,Kirti Nagar Express,Express,9,FALSE,2023-09-10 08:52:00,2023-09-10 10:16:00,70,10.7,2.7,0,1614,8,10,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,7,FALSE,2023-09-10 09:11:00,2023-09-10 10:18:00,92,23.1,38.4,0,1126,6,8,TRUE,NA,NA
ARMY24,Army Special,Military,10,FALSE,2023-09-10 07:21:00,2023-09-10 09:30:00,41,20.6,11.3,0,1114,9,11,FALSE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,17,TRUE,2023-09-10 09:22:00,2023-09-10 09:11:00,0,46.8,8.4,193,1805,16,18,TRUE,Shakur Basti,3
14789,Dayabasti Local,Passenger,2,TRUE,2023-09-10 07:06:00,2023-09-10 09:15:00,0,8.8,7.8,156,455,1,3,TRUE,Gurugram,6
98765,Kirti-Sarai Passenger,Passenger,5,FALSE,2023-09-10 08:47:00,2023-09-10 09:59:00,55,27.2,4.1,0,1284,4,6,TRUE,NA,NA
14789,Dayabasti Local,Passenger,21,FALSE,2023-09-10 08:00:00,2023-09-10 10:29:00,56,27.5,33.7,0,1506,20,22,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,5,FALSE,2023-09-10 06:28:00,2023-09-10 07:45:00,61,26.4,24.6,0,1492,4,6,TRUE,NA,NA
11223,Capital Express,Express,23,FALSE,2023-09-10 06:03:00,2023-09-10 10:12:00,74,39.9,39.1,0,2176,22,24,FALSE,NA,NA
ARMY24,Army Special,Military,22,FALSE,2023-09-10 09:01:00,2023-09-10 06:46:00,54,35.9,27.0,0,2145,21,23,FALSE,NA,NA
99999,Kirti Nagar Express,Express,19,TRUE,2023-09-10 07:32:00,2023-09-10 06:01:00,0,26.8,4.4,0,2393,18,20,TRUE,NA,NA
11223,Capital Express,Express,23,TRUE,2023-09-10 06:09:00,2023-09-10 08:21:00,0,1.6,20.1,295,1428,22,24,FALSE,Delhi Sarai Rohilla,3
12015,Gurugram Superfast,Superfast,19,FALSE,2023-09-10 07:47:00,2023-09-10 07:34:00,41,14.2,21.5,0,1612,18,20,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,20,FALSE,2023-09-10 08:55:00,2023-09-10 09:45:00,61,8.3,13.4,0,1544,19,21,TRUE,NA,NA
11223,Capital Express,Express,21,FALSE,2023-09-10 09:28:00,2023-09-10 09:29:00,100,10.4,3.3,0,1916,20,22,FALSE,NA,NA
MEDICAL2,Lifeline Express,Medical,14,FALSE,2023-09-10 08:09:00,2023-09-10 09:04:00,93,43.7,26.3,0,813,13,15,TRUE,NA,NA
ARMY12,Army Supply Special,Military,22,FALSE,2023-09-10 08:02:00,2023-09-10 06:45:00,60,21.8,5.5,0,852,21,23,TRUE,NA,NA
11223,Capital Express,Express,16,FALSE,2023-09-10 10:26:00,2023-09-10 07:52:00,108,17.8,4.9,0,627,15,17,FALSE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,1,FALSE,2023-09-10 10:46:00,2023-09-10 08:17:00,79,20.9,0.6,0,1084,0,2,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,11,TRUE,2023-09-10 09:56:00,2023-09-10 06:59:00,0,16.2,6.2,291,2034,10,12,TRUE,Patel Nagar,5
99999,Kirti Nagar Express,Express,10,FALSE,2023-09-10 10:25:00,2023-09-10 10:20:00,87,11.5,13.4,0,1497,9,11,TRUE,NA,NA
99999,Kirti Nagar Express,Express,15,FALSE,2023-09-10 07:16:00,2023-09-10 09:47:00,99,11.3,34.5,0,948,14,16,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,4,FALSE,2023-09-10 07:46:00,2023-09-10 07:17:00,57,15.3,30.8,0,780,3,5,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,9,FALSE,2023-09-10 09:05:00,2023-09-10 10:41:00,85,45.4,10.3,0,1516,8,10,TRUE,NA,NA
ARMY24,Army Special,Military,16,TRUE,2023-09-10 08:29:00,2023-09-10 06:43:00,0,12.5,18.0,300,1192,15,17,FALSE,Shakur Basti,3
MEDICAL1,Sanjeevani Medical Express,Medical,1,FALSE,2023-09-10 06:45:00,2023-09-10 06:06:00,72,38.5,37.2,0,1775,0,2,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,24,FALSE,2023-09-10 10:36:00,2023-09-10 07:00:00,71,31.8,41.8,0,1616,23,25,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,1,FALSE,2023-09-10 06:28:00,2023-09-10 06:20:00,45,2.1,34.7,0,2183,0,2,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,25,FALSE,2023-09-10 08:50:00,2023-09-10 08:06:00,57,5.2,36.3,0,412,24,0,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,25,FALSE,2023-09-10 08:46:00,2023-09-10 09:05:00,78,21.8,14.9,0,1617,24,0,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,13,FALSE,2023-09-10 07:07:00,2023-09-10 09:20:00,91,27.0,34.4,0,2322,12,14,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,8,FALSE,2023-09-10 10:05:00,2023-09-10 06:22:00,63,25.0,9.5,0,2465,7,9,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,18,FALSE,2023-09-10 10:54:00,2023-09-10 07:52:00,78,1.6,22.9,0,811,17,19,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,18,TRUE,2023-09-10 08:23:00,2023-09-10 06:00:00,0,20.3,12.5,0,1080,17,19,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,19,FALSE,2023-09-10 07:21:00,2023-09-10 06:05:00,50,33.7,19.3,0,1942,18,20,TRUE,NA,NA
11223,Capital Express,Express,16,FALSE,2023-09-10 09:15:00,2023-09-10 10:54:00,94,48.1,0.2,0,1317,15,17,FALSE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,18,FALSE,2023-09-10 08:01:00,2023-09-10 06:51:00,110,42.8,32.4,0,1932,17,19,TRUE,NA,NA
ARMY24,Army Special,Military,8,TRUE,2023-09-10 08:37:00,2023-09-10 09:44:00,0,23.8,6.9,136,987,7,9,FALSE,Kirti Nagar,4
12016,Delhi Sarai Rohilla Express,Express,3,FALSE,2023-09-10 07:29:00,2023-09-10 06:00:00,79,30.9,15.5,0,1143,2,4,TRUE,NA,NA
ARMY12,Army Supply Special,Military,4,TRUE,2023-09-10 09:43:00,2023-09-10 07:27:00,0,21.8,7.3,228,2387,3,5,TRUE,Gurugram,2
12015,Gurugram Superfast,Superfast,1,TRUE,2023-09-10 07:40:00,2023-09-10 10:25:00,0,13.2,35.7,99,1910,0,2,TRUE,Gurugram,3
22345,Old Delhi Passenger,Passenger,7,FALSE,2023-09-10 07:35:00,2023-09-10 08:13:00,89,0.9,1.0,0,837,6,8,TRUE,NA,NA
ARMY12,Army Supply Special,Military,17,FALSE,2023-09-10 07:56:00,2023-09-10 06:16:00,86,38.8,43.2,0,2295,16,18,TRUE,NA,NA
99999,Kirti Nagar Express,Express,17,FALSE,2023-09-10 07:46:00,2023-09-10 10:49:00,76,37.9,1.1,0,2042,16,18,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,5,TRUE,2023-09-10 10:21:00,2023-09-10 10:17:00,0,26.0,3.2,136,2084,4,6,TRUE,Gurugram,6
12015,Gurugram Superfast,Superfast,17,FALSE,2023-09-10 06:08:00,2023-09-10 07:23:00,84,27.1,43.2,0,1378,16,18,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,4,FALSE,2023-09-10 08:15:00,2023-09-10 08:18:00,64,27.7,28.2,0,882,3,5,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,25,FALSE,2023-09-10 10:18:00,2023-09-10 08:09:00,90,38.7,14.8,0,2354,24,0,TRUE,NA,NA
99999,Kirti Nagar Express,Express,4,FALSE,2023-09-10 09:59:00,2023-09-10 07:47:00,71,36.6,39.7,0,1186,3,5,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,10,TRUE,2023-09-10 06:24:00,2023-09-10 06:38:00,0,2.7,37.9,295,1727,9,11,TRUE,Patel Nagar,5
ARMY24,Army Special,Military,8,FALSE,2023-09-10 09:47:00,2023-09-10 07:45:00,62,28.1,23.8,0,2422,7,9,FALSE,NA,NA
MEDICAL2,Lifeline Express,Medical,12,FALSE,2023-09-10 10:37:00,2023-09-10 06:02:00,60,22.5,43.1,0,2017,11,13,TRUE,NA,NA
ARMY24,Army Special,Military,5,FALSE,2023-09-10 07:15:00,2023-09-10 06:07:00,73,37.7,40.0,0,1355,4,6,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,8,FALSE,2023-09-10 08:05:00,2023-09-10 06:00:00,67,17.9,42.5,0,1736,7,9,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,1,FALSE,2023-09-10 07:16:00,2023-09-10 07:14:00,66,3.1,0.4,0,623,0,2,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,17,TRUE,2023-09-10 09:57:00,2023-09-10 10:21:00,0,31.7,32.2,132,1128,16,18,TRUE,Shakur Basti,6
14789,Dayabasti Local,Passenger,18,TRUE,2023-09-10 08:51:00,2023-09-10 07:01:00,0,34.9,12.5,0,986,17,19,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,12,TRUE,2023-09-10 10:56:00,2023-09-10 10:41:00,0,30.5,7.8,149,2077,11,13,TRUE,Patel Nagar,1
ARMY12,Army Supply Special,Military,12,FALSE,2023-09-10 06:12:00,2023-09-10 08:35:00,67,12.8,42.2,0,1827,11,13,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,23,FALSE,2023-09-10 08:41:00,2023-09-10 07:58:00,67,5.5,8.5,0,1849,22,24,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,16,FALSE,2023-09-10 07:20:00,2023-09-10 10:35:00,71,22.3,0.1,0,1725,15,17,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,6,FALSE,2023-09-10 09:22:00,2023-09-10 06:02:00,84,16.9,14.8,0,466,5,7,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,6,TRUE,2023-09-10 09:31:00,2023-09-10 07:13:00,0,8.2,43.3,118,773,5,7,TRUE,Kirti Nagar,5
MEDICAL2,Lifeline Express,Medical,25,FALSE,2023-09-10 10:47:00,2023-09-10 06:38:00,106,28.6,5.7,0,1751,24,0,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,21,FALSE,2023-09-10 10:10:00,2023-09-10 07:45:00,85,11.6,17.7,0,1269,20,22,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,21,TRUE,2023-09-10 06:55:00,2023-09-10 09:46:00,0,40.8,14.4,125,1476,20,22,TRUE,Delhi Sarai Rohilla,5
76543,Gurugram SF 2,Superfast,4,FALSE,2023-09-10 06:44:00,2023-09-10 10:54:00,55,41.4,13.4,0,1212,3,5,TRUE,NA,NA
ARMY24,Army Special,Military,18,TRUE,2023-09-10 10:48:00,2023-09-10 09:08:00,0,5.0,44.3,0,2446,17,19,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,18,FALSE,2023-09-10 09:53:00,2023-09-10 08:28:00,97,11.8,5.9,0,1156,17,19,TRUE,NA,NA
ARMY12,Army Supply Special,Military,12,FALSE,2023-09-10 08:56:00,2023-09-10 07:43:00,105,2.7,42.7,0,1317,11,13,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,21,TRUE,2023-09-10 07:26:00,2023-09-10 08:17:00,0,29.9,3.6,78,616,20,22,TRUE,Delhi Sarai Rohilla,3
22345,Old Delhi Passenger,Passenger,11,FALSE,2023-09-10 08:45:00,2023-09-10 09:39:00,69,10.1,4.8,0,1735,10,12,TRUE,NA,NA
11223,Capital Express,Express,16,TRUE,2023-09-10 07:03:00,2023-09-10 08:11:00,0,3.9,5.0,119,921,15,17,FALSE,Shakur Basti,2
98765,Kirti-Sarai Passenger,Passenger,6,FALSE,2023-09-10 06:09:00,2023-09-10 06:35:00,103,6.4,19.5,0,689,5,7,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,13,FALSE,2023-09-10 06:18:00,2023-09-10 07:14:00,99,32.9,33.2,0,796,12,14,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,21,TRUE,2023-09-10 06:44:00,2023-09-10 10:39:00,0,49.6,18.8,81,797,20,22,TRUE,Delhi Sarai Rohilla,6
12015,Gurugram Superfast,Superfast,25,FALSE,2023-09-10 06:02:00,2023-09-10 09:51:00,83,28.9,15.1,0,1488,24,0,TRUE,NA,NA
