Train_type,Train_name,Train_no,block_no,IB(boolean),ETA_NS,ETA_DS,current_speed,DFNS,current delay,dwell time,time_delay,block_len,Approaching_block_no,advance_block_no,running_status(bool),halt_station,PF_no,Station_name,Total_platforms,free_platforms,starter_signal,home_signal,block_type,block_status,adv_starter_signal(bool)
Shatabdi,Train_21461,21461,10,True,2025-09-11 10:31:00,2025-09-11 12:43:00,79,16.19,56,66,41,1058,11,11,False,STN_21,8,STN_21,10,4,False,True,Main,Free,False
Superfast,Train_15881,15881,159,True,2025-09-11 10:07:00,2025-09-11 11:48:00,44,1.65,0,36,44,1412,160,161,True,STN_14,1,STN_14,6,3,False,False,Loop,Under_Maintenance,True
Shatabdi,Train_22816,22816,45,True,2025-09-11 10:31:00,2025-09-11 12:42:00,50,7.28,9,107,52,1539,46,46,True,STN_1,4,STN_1,5,1,False,True,Loop,Occupied,False
Superfast,Train_18775,18775,157,True,2025-09-11 10:26:00,2025-09-11 14:35:00,47,4.85,82,39,4,733,158,158,False,STN_33,1,STN_33,6,6,True,False,Main,Free,False
Shatabdi,Train_12998,12998,128,True,2025-09-11 10:33:00,2025-09-11 10:49:00,43,13.13,0,72,51,2066,129,130,True,STN_48,4,STN_48,6,5,False,False,Main,Free,False
Vande Bharat,Train_22256,22256,87,False,2025-09-11 10:20:00,2025-09-11 12:54:00,66,0.52,14,52,7,1339,88,92,False,STN_44,9,STN_44,9,8,False,False,Main,Occupied,True
Rajdhani,Train_21107,21107,36,False,2025-09-11 10:08:00,2025-09-11 11:59:00,64,11.4,0,129,48,1537,37,37,True,STN_45,10,STN_45,10,4,False,False,Loop,Under_Maintenance,False
Vande Bharat,Train_17642,17642,45,False,2025-09-11 10:11:00,2025-09-11 10:45:00,39,3.63,0,43,7,832,46,48,False,STN_19,3,STN_19,12,2,True,True,Loop,Occupied,False
Superfast,Train_20592,20592,194,False,2025-09-11 10:10:00,2025-09-11 10:41:00,53,11.55,0,46,44,1390,195,197,False,STN_32,9,STN_32,10,6,False,False,Yard,Occupied,False
Express,Train_18688,18688,43,False,2025-09-11 10:34:00,2025-09-11 14:59:00,44,9.13,0,66,59,1118,44,48,False,STN_18,1,STN_18,3,1,True,True,Main,Under_Maintenance,True
Express,Train_18167,18167,35,True,2025-09-11 10:01:00,2025-09-11 11:08:00,61,1.39,92,71,39,1832,36,39,False,STN_8,2,STN_8,6,2,False,False,Main,Under_Maintenance,False
Express,Train_15948,15948,5,False,2025-09-11 10:43:00,2025-09-11 13:24:00,32,8.21,0,75,0,1208,6,6,False,STN_32,3,STN_32,10,6,False,False,Yard,Occupied,True
Rajdhani,Train_14365,14365,23,False,2025-09-11 10:11:00,2025-09-11 14:27:00,63,3.41,37,66,44,1454,24,27,True,STN_13,3,STN_13,3,2,False,False,Loop,Under_Maintenance,False
Rajdhani,Train_21214,21214,33,True,2025-09-11 10:42:00,2025-09-11 11:31:00,61,12.91,0,103,40,1283,34,36,False,STN_1,5,STN_1,5,1,False,True,Loop,Occupied,True
Shatabdi,Train_21130,21130,116,False,2025-09-11 10:43:00,2025-09-11 11:23:00,51,0.56,0,103,60,1929,117,118,True,STN_14,5,STN_14,6,3,False,False,Loop,Free,True
Express,Train_18363,18363,178,True,2025-09-11 10:26:00,2025-09-11 12:35:00,74,11.54,83,40,11,2137,179,182,False,STN_48,5,STN_48,6,5,False,False,Loop,Under_Maintenance,False
Superfast,Train_15331,15331,23,False,2025-09-11 10:25:00,2025-09-11 11:53:00,25,12.71,20,73,26,1756,24,24,True,STN_41,9,STN_41,10,0,True,False,Loop,Under_Maintenance,False
Superfast,Train_19369,19369,61,True,2025-09-11 10:12:00,2025-09-11 11:43:00,65,0.01,0,37,33,1303,62,62,True,STN_5,10,STN_5,12,11,True,False,Main,Under_Maintenance,True
Vande Bharat,Train_20775,20775,93,True,2025-09-11 10:22:00,2025-09-11 11:09:00,47,3.31,49,73,49,1478,94,95,True,STN_46,3,STN_46,6,0,True,False,Main,Occupied,True
Superfast,Train_12844,12844,14,True,2025-09-11 10:21:00,2025-09-11 12:43:00,77,0.08,0,20,50,1918,15,16,False,STN_30,8,STN_30,8,7,True,False,Loop,Occupied,False
Shatabdi,Train_21911,21911,128,True,2025-09-11 10:21:00,2025-09-11 12:22:00,66,1.23,0,73,42,1849,129,129,True,STN_35,1,STN_35,8,0,False,False,Main,Free,False
Express,Train_13192,13192,166,False,2025-09-11 10:39:00,2025-09-11 12:55:00,39,8.78,3,91,13,1489,167,170,True,STN_7,5,STN_7,9,6,True,False,Yard,Occupied,False
Express,Train_19854,19854,86,False,2025-09-11 10:06:00,2025-09-11 10:36:00,65,8.43,0,83,6,1148,87,87,False,STN_8,5,STN_8,6,2,False,False,Main,Under_Maintenance,False
Passenger,Train_16967,16967,46,True,2025-09-11 10:54:00,2025-09-11 12:40:00,72,5.22,0,146,31,1736,47,51,True,STN_27,2,STN_27,11,6,False,True,Yard,Occupied,True
Vande Bharat,Train_15113,15113,19,True,2025-09-11 10:14:00,2025-09-11 12:01:00,80,7.9,115,52,28,1266,20,24,True,STN_36,5,STN_36,5,3,True,False,Yard,Free,True
Express,Train_19846,19846,84,False,2025-09-11 10:26:00,2025-09-11 11:21:00,69,7.12,0,43,47,1513,85,87,True,STN_41,4,STN_41,10,0,True,False,Main,Occupied,False
Express,Train_18498,18498,200,True,2025-09-11 10:31:00,2025-09-11 13:02:00,60,15.72,14,73,14,1683,199,200,False,STN_36,2,STN_36,5,3,True,False,Yard,Free,True
Rajdhani,Train_16637,16637,189,False,2025-09-11 10:19:00,2025-09-11 12:17:00,40,1.0,0,112,24,677,190,191,False,STN_20,2,STN_20,10,10,True,True,Main,Under_Maintenance,True
Vande Bharat,Train_20743,20743,121,False,2025-09-11 10:04:00,2025-09-11 11:33:00,42,6.89,0,41,56,1305,122,125,False,STN_17,3,STN_17,8,3,True,True,Yard,Free,True
Superfast,Train_17053,17053,56,False,2025-09-11 10:03:00,2025-09-11 12:53:00,58,11.94,0,44,24,1208,57,59,False,STN_37,2,STN_37,7,5,False,False,Yard,Occupied,False
Rajdhani,Train_20401,20401,118,True,2025-09-11 10:05:00,2025-09-11 12:24:00,92,6.44,92,69,22,1849,119,121,False,STN_30,4,STN_30,8,7,True,False,Loop,Under_Maintenance,False
Vande Bharat,Train_13615,13615,86,True,2025-09-11 10:32:00,2025-09-11 12:41:00,61,2.47,0,51,44,2203,87,91,False,STN_40,1,STN_40,11,3,False,False,Main,Under_Maintenance,False
Express,Train_17246,17246,72,True,2025-09-11 10:12:00,2025-09-11 11:24:00,38,22.17,0,81,54,1838,73,76,False,STN_27,8,STN_27,11,6,False,True,Yard,Free,True
Rajdhani,Train_17126,17126,108,True,2025-09-11 10:26:00,2025-09-11 12:58:00,55,22.3,18,153,14,2111,109,111,True,STN_18,3,STN_18,3,1,True,True,Yard,Under_Maintenance,False
Express,Train_21216,21216,41,True,2025-09-11 10:36:00,2025-09-11 12:34:00,70,2.6,78,52,35,1610,42,43,True,STN_39,1,STN_39,6,5,False,False,Main,Free,False
Superfast,Train_12265,12265,106,False,2025-09-11 10:20:00,2025-09-11 12:55:00,62,1.77,0,53,37,1505,107,110,False,STN_6,8,STN_6,10,0,False,False,Yard,Under_Maintenance,True
Express,Train_16836,16836,72,True,2025-09-11 10:29:00,2025-09-11 10:42:00,70,7.3,117,82,27,387,73,74,True,STN_2,2,STN_2,6,0,False,False,Yard,Free,True
Express,Train_17404,17404,84,False,2025-09-11 10:35:00,2025-09-11 12:49:00,38,5.32,79,74,14,887,85,89,False,STN_22,3,STN_22,12,9,True,True,Main,Occupied,False
Express,Train_21335,21335,147,True,2025-09-11 10:26:00,2025-09-11 12:15:00,72,14.71,37,80,2,1791,148,148,False,STN_14,4,STN_14,6,3,False,False,Loop,Free,False
Vande Bharat,Train_21021,21021,188,True,2025-09-11 10:12:00,2025-09-11 13:04:00,72,11.63,39,32,33,2480,189,192,False,STN_17,8,STN_17,8,3,True,True,Main,Under_Maintenance,False
Rajdhani,Train_16216,16216,179,True,2025-09-11 10:18:00,2025-09-11 12:57:00,69,7.28,46,136,31,1150,180,181,False,STN_32,2,STN_32,10,6,False,False,Main,Free,False
Express,Train_19550,19550,143,True,2025-09-11 10:39:00,2025-09-11 10:40:00,58,8.03,108,53,46,857,144,147,False,STN_13,1,STN_13,3,2,False,False,Loop,Free,True
Express,Train_14773,14773,34,False,2025-09-11 10:57:00,2025-09-11 12:13:00,69,1.66,6,27,15,2047,35,35,False,STN_31,1,STN_31,5,5,False,False,Main,Under_Maintenance,False
Shatabdi,Train_15015,15015,123,False,2025-09-11 10:45:00,2025-09-11 11:22:00,65,11.71,0,63,45,796,124,127,True,STN_47,1,STN_47,4,4,True,True,Yard,Under_Maintenance,True
Passenger,Train_20584,20584,117,False,2025-09-11 10:03:00,2025-09-11 10:36:00,28,15.99,0,122,55,739,118,121,True,STN_23,2,STN_23,7,1,True,False,Loop,Occupied,True
Passenger,Train_22948,22948,95,False,2025-09-11 10:11:00,2025-09-11 11:05:00,61,9.57,111,122,40,2283,96,96,True,STN_10,1,STN_10,5,3,True,True,Loop,Occupied,False
Express,Train_18756,18756,99,False,2025-09-11 10:42:00,2025-09-11 13:24:00,25,5.58,66,83,2,576,100,102,True,STN_13,2,STN_13,3,2,False,False,Yard,Occupied,True
Vande Bharat,Train_13113,13113,193,False,2025-09-11 10:17:00,2025-09-11 11:47:00,48,3.2,109,42,60,495,194,198,True,STN_17,4,STN_17,8,3,True,True,Yard,Occupied,True
Express,Train_12149,12149,176,True,2025-09-11 10:06:00,2025-09-11 14:54:00,56,4.4,89,87,56,1104,177,179,False,STN_2,6,STN_2,6,0,False,False,Yard,Free,False
Passenger,Train_18114,18114,15,False,2025-09-11 10:11:00,2025-09-11 12:31:00,64,18.51,0,151,7,904,16,19,False,STN_38,6,STN_38,11,0,True,True,Main,Under_Maintenance,False
Rajdhani,Train_22801,22801,120,True,2025-09-11 10:29:00,2025-09-11 11:52:00,48,10.62,24,131,23,1098,121,122,True,STN_37,6,STN_37,7,5,False,False,Yard,Under_Maintenance,False
Shatabdi,Train_12108,12108,144,True,2025-09-11 10:14:00,2025-09-11 10:42:00,56,9.42,74,29,45,1722,145,146,False,STN_46,2,STN_46,6,0,True,False,Yard,Occupied,False
Passenger,Train_12194,12194,86,True,2025-09-11 10:08:00,2025-09-11 13:51:00,32,2.33,69,96,7,1461,87,90,False,STN_13,3,STN_13,3,2,False,False,Main,Under_Maintenance,False
Superfast,Train_20777,20777,193,True,2025-09-11 10:03:00,2025-09-11 10:20:00,45,7.17,0,48,20,2282,194,196,True,STN_10,3,STN_10,5,3,True,True,Yard,Occupied,True
Vande Bharat,Train_20228,20228,129,False,2025-09-11 10:30:00,2025-09-11 12:39:00,72,3.14,1,52,3,1280,130,130,False,STN_3,6,STN_3,8,8,False,False,Loop,Free,True
Passenger,Train_14937,14937,89,False,2025-09-11 10:09:00,2025-09-11 12:20:00,54,1.83,55,116,32,1759,90,94,True,STN_38,2,STN_38,11,0,True,True,Main,Occupied,True
Express,Train_20591,20591,121,False,2025-09-11 10:35:00,2025-09-11 11:48:00,73,3.21,46,70,39,1142,122,124,True,STN_38,11,STN_38,11,0,True,True,Yard,Free,True
Shatabdi,Train_15144,15144,178,True,2025-09-11 10:28:00,2025-09-11 12:29:00,52,13.28,0,43,57,1183,179,182,False,STN_10,1,STN_10,5,3,True,True,Loop,Under_Maintenance,False
Superfast,Train_17807,17807,21,False,2025-09-11 10:59:00,2025-09-11 13:00:00,70,7.37,0,66,18,1076,22,22,False,STN_2,1,STN_2,6,0,False,False,Loop,Free,True
Superfast,Train_13294,13294,43,False,2025-09-11 10:20:00,2025-09-11 12:16:00,63,8.19,0,60,44,1438,44,45,False,STN_44,8,STN_44,9,8,False,False,Main,Under_Maintenance,True
Shatabdi,Train_19520,19520,39,True,2025-09-11 10:12:00,2025-09-11 10:36:00,59,4.77,64,117,60,2081,40,40,True,STN_9,2,STN_9,3,3,False,False,Yard,Under_Maintenance,False
Superfast,Train_15700,15700,107,True,2025-09-11 11:00:00,2025-09-11 12:24:00,83,16.78,52,33,22,858,108,111,True,STN_16,4,STN_16,4,3,True,True,Yard,Free,False
Vande Bharat,Train_22710,22710,189,True,2025-09-11 10:05:00,2025-09-11 13:30:00,66,8.87,5,53,12,473,190,190,True,STN_32,1,STN_32,10,6,False,False,Main,Under_Maintenance,True
Rajdhani,Train_13531,13531,60,False,2025-09-11 10:15:00,2025-09-11 13:57:00,48,14.34,36,96,37,2141,61,63,False,STN_31,3,STN_31,5,5,False,False,Main,Under_Maintenance,False
Shatabdi,Train_18179,18179,125,False,2025-09-11 10:10:00,2025-09-11 11:47:00,52,1.46,48,110,19,1725,126,130,False,STN_18,1,STN_18,3,1,True,True,Yard,Occupied,True
Vande Bharat,Train_12919,12919,79,True,2025-09-11 10:36:00,2025-09-11 12:05:00,52,15.24,0,45,14,1606,80,83,True,STN_18,2,STN_18,3,1,True,True,Main,Occupied,False
Passenger,Train_14807,14807,74,True,2025-09-11 10:34:00,2025-09-11 12:13:00,81,9.58,0,72,22,1610,75,77,False,STN_12,8,STN_12,9,2,False,True,Main,Free,True
Vande Bharat,Train_19109,19109,43,True,2025-09-11 10:39:00,2025-09-11 10:50:00,54,13.72,113,51,34,791,44,46,False,STN_3,3,STN_3,8,8,False,False,Main,Under_Maintenance,True
Passenger,Train_21270,21270,45,True,2025-09-11 10:11:00,2025-09-11 10:23:00,64,9.78,0,151,15,1494,46,46,True,STN_40,1,STN_40,11,3,False,False,Loop,Occupied,False
Express,Train_15764,15764,82,True,2025-09-11 10:32:00,2025-09-11 13:46:00,55,6.65,43,11,16,1734,83,85,False,STN_35,3,STN_35,8,0,False,False,Loop,Occupied,False
Passenger,Train_16441,16441,53,True,2025-09-11 10:24:00,2025-09-11 10:56:00,71,7.82,101,144,20,1407,54,56,True,STN_49,3,STN_49,12,12,False,True,Yard,Occupied,True
Shatabdi,Train_16593,16593,96,False,2025-09-11 10:17:00,2025-09-11 12:07:00,42,18.78,69,73,10,962,97,101,True,STN_23,3,STN_23,7,1,True,False,Loop,Occupied,False
Superfast,Train_14938,14938,32,True,2025-09-11 10:22:00,2025-09-11 13:48:00,48,10.04,34,35,59,1888,33,36,True,STN_31,2,STN_31,5,5,False,False,Main,Free,False
Shatabdi,Train_15394,15394,118,False,2025-09-11 10:15:00,2025-09-11 11:10:00,74,10.05,0,90,0,569,119,123,True,STN_21,9,STN_21,10,4,False,True,Loop,Under_Maintenance,False
Passenger,Train_18525,18525,85,False,2025-09-11 10:24:00,2025-09-11 11:39:00,57,3.73,52,156,57,1383,86,88,False,STN_22,10,STN_22,12,9,True,True,Main,Free,True
Shatabdi,Train_14661,14661,171,True,2025-09-11 10:42:00,2025-09-11 11:15:00,46,11.16,75,105,46,1906,172,175,True,STN_29,6,STN_29,9,7,True,False,Yard,Under_Maintenance,False
Rajdhani,Train_21284,21284,177,True,2025-09-11 10:23:00,2025-09-11 12:21:00,68,7.18,118,87,30,1902,178,178,False,STN_29,3,STN_29,9,7,True,False,Yard,Free,True
Vande Bharat,Train_18288,18288,174,True,2025-09-11 10:03:00,2025-09-11 11:00:00,66,8.32,9,61,1,1208,175,178,True,STN_13,3,STN_13,3,2,False,False,Loop,Under_Maintenance,False
Shatabdi,Train_13284,13284,57,False,2025-09-11 10:10:00,2025-09-11 12:31:00,49,10.52,22,102,5,730,58,60,False,STN_42,1,STN_42,6,3,True,False,Main,Free,False
Passenger,Train_12879,12879,156,True,2025-09-11 10:18:00,2025-09-11 11:53:00,80,4.79,80,171,33,2108,157,158,False,STN_36,3,STN_36,5,3,True,False,Main,Under_Maintenance,False
Passenger,Train_15803,15803,51,True,2025-09-11 10:08:00,2025-09-11 11:59:00,50,4.36,0,147,34,1944,52,55,False,STN_38,11,STN_38,11,0,True,True,Loop,Free,False
Shatabdi,Train_21915,21915,172,True,2025-09-11 10:07:00,2025-09-11 11:52:00,70,13.77,62,108,25,1483,173,174,False,STN_9,2,STN_9,3,3,False,False,Loop,Under_Maintenance,True
Passenger,Train_17347,17347,82,True,2025-09-11 10:33:00,2025-09-11 11:19:00,44,19.44,101,115,23,290,83,86,False,STN_35,3,STN_35,8,0,False,False,Loop,Occupied,False
Rajdhani,Train_19381,19381,184,False,2025-09-11 10:58:00,2025-09-11 12:02:00,57,3.85,25,62,24,1946,185,187,True,STN_44,1,STN_44,9,8,False,False,Yard,Under_Maintenance,False
Shatabdi,Train_17829,17829,73,False,2025-09-11 10:04:00,2025-09-11 12:30:00,56,7.37,20,63,19,1058,74,77,False,STN_7,9,STN_7,9,6,True,False,Main,Under_Maintenance,True
Express,Train_19075,19075,23,True,2025-09-11 10:11:00,2025-09-11 11:37:00,57,15.38,117,73,56,1193,24,27,False,STN_43,12,STN_43,12,5,False,False,Loop,Under_Maintenance,False
Shatabdi,Train_13404,13404,107,False,2025-09-11 10:35:00,2025-09-11 11:43:00,59,6.02,4,49,10,1792,108,111,False,STN_50,6,STN_50,6,2,True,False,Yard,Free,False
Vande Bharat,Train_16037,16037,107,True,2025-09-11 10:36:00,2025-09-11 12:55:00,64,3.51,81,63,38,1199,108,108,True,STN_38,3,STN_38,11,0,True,True,Yard,Free,False
Superfast,Train_13344,13344,54,False,2025-09-11 10:03:00,2025-09-11 10:18:00,73,0.43,52,45,55,1528,55,59,True,STN_45,6,STN_45,10,4,False,False,Main,Occupied,True
Vande Bharat,Train_18225,18225,17,False,2025-09-11 10:23:00,2025-09-11 13:07:00,65,9.03,0,63,0,2327,18,21,True,STN_40,11,STN_40,11,3,False,False,Main,Under_Maintenance,False
Superfast,Train_18383,18383,70,False,2025-09-11 10:15:00,2025-09-11 11:33:00,51,3.95,0,56,35,1333,71,74,False,STN_31,5,STN_31,5,5,False,False,Main,Occupied,True
Passenger,Train_13745,13745,194,True,2025-09-11 10:40:00,2025-09-11 10:48:00,35,8.05,0,145,11,1842,195,198,True,STN_6,5,STN_6,10,0,False,False,Yard,Occupied,False
Rajdhani,Train_17050,17050,142,False,2025-09-11 10:36:00,2025-09-11 13:04:00,49,22.02,0,51,52,1578,143,145,False,STN_3,5,STN_3,8,8,False,False,Main,Free,True
Passenger,Train_16419,16419,127,False,2025-09-11 10:17:00,2025-09-11 11:06:00,74,18.16,0,80,1,1674,128,128,True,STN_24,3,STN_24,12,10,False,False,Yard,Occupied,False
Express,Train_13430,13430,68,False,2025-09-11 10:01:00,2025-09-11 10:06:00,50,8.59,94,59,53,2254,69,72,False,STN_22,2,STN_22,12,9,True,True,Loop,Under_Maintenance,False
Shatabdi,Train_19353,19353,168,False,2025-09-11 10:04:00,2025-09-11 10:58:00,46,10.05,37,101,11,2019,169,172,False,STN_35,4,STN_35,8,0,False,False,Yard,Free,True
Passenger,Train_13692,13692,8,True,2025-09-11 10:44:00,2025-09-11 12:02:00,33,5.74,1,170,31,1536,9,9,True,STN_46,5,STN_46,6,0,True,False,Yard,Free,False
Shatabdi,Train_17798,17798,191,False,2025-09-11 10:59:00,2025-09-11 12:48:00,44,12.22,79,35,30,1038,192,196,True,STN_27,7,STN_27,11,6,False,True,Loop,Under_Maintenance,False
Shatabdi,Train_21780,21780,67,False,2025-09-11 10:29:00,2025-09-11 12:40:00,65,9.22,108,65,52,210,68,68,False,STN_45,6,STN_45,10,4,False,False,Yard,Under_Maintenance,False
Passenger,Train_18311,18311,132,True,2025-09-11 10:17:00,2025-09-11 10:25:00,62,6.32,0,34,10,825,133,137,False,STN_9,1,STN_9,3,3,False,False,Yard,Under_Maintenance,False
Rajdhani,Train_18779,18779,38,False,2025-09-11 10:10:00,2025-09-11 12:14:00,64,11.39,49,49,56,1487,39,40,True,STN_17,6,STN_17,8,3,True,True,Main,Under_Maintenance,False
Express,Train_21167,21167,42,True,2025-09-11 10:13:00,2025-09-11 10:39:00,94,16.13,0,61,23,1588,43,46,True,STN_5,11,STN_5,12,11,True,False,Main,Free,True
Express,Train_18237,18237,92,True,2025-09-11 10:19:00,2025-09-11 13:23:00,63,16.35,5,92,18,1413,93,97,True,STN_32,2,STN_32,10,6,False,False,Loop,Occupied,False
Superfast,Train_16405,16405,132,True,2025-09-11 10:06:00,2025-09-11 12:52:00,69,6.85,91,37,11,1644,133,133,False,STN_45,10,STN_45,10,4,False,False,Yard,Under_Maintenance,False
Express,Train_20079,20079,193,True,2025-09-11 10:19:00,2025-09-11 12:20:00,23,10.89,70,86,20,1258,194,196,True,STN_34,5,STN_34,10,3,False,False,Yard,Occupied,True
Rajdhani,Train_14739,14739,70,False,2025-09-11 10:27:00,2025-09-11 11:35:00,73,8.92,0,102,34,800,71,75,False,STN_17,6,STN_17,8,3,True,True,Main,Occupied,True
Superfast,Train_18899,18899,37,True,2025-09-11 10:26:00,2025-09-11 12:53:00,72,1.81,0,20,33,640,38,40,False,STN_13,2,STN_13,3,2,False,False,Main,Occupied,True
Superfast,Train_13260,13260,200,False,2025-09-11 10:33:00,2025-09-11 13:10:00,51,7.83,36,35,21,1319,199,200,False,STN_6,2,STN_6,10,0,False,False,Yard,Free,True
Vande Bharat,Train_16040,16040,56,True,2025-09-11 10:50:00,2025-09-11 11:05:00,72,5.55,59,30,14,1830,57,58,False,STN_32,9,STN_32,10,6,False,False,Yard,Occupied,False
Shatabdi,Train_21728,21728,158,True,2025-09-11 10:27:00,2025-09-11 12:38:00,57,4.93,37,46,29,1296,159,159,True,STN_7,2,STN_7,9,6,True,False,Loop,Under_Maintenance,False
Passenger,Train_19501,19501,34,True,2025-09-11 10:57:00,2025-09-11 13:45:00,73,16.38,53,171,22,1973,35,37,True,STN_24,12,STN_24,12,10,False,False,Main,Under_Maintenance,False
Passenger,Train_16991,16991,93,True,2025-09-11 10:16:00,2025-09-11 11:55:00,57,0.84,44,148,56,2235,94,98,False,STN_6,9,STN_6,10,0,False,False,Main,Occupied,True
Shatabdi,Train_17443,17443,196,False,2025-09-11 10:19:00,2025-09-11 12:50:00,73,4.64,0,102,45,1291,197,199,False,STN_22,1,STN_22,12,9,True,True,Yard,Occupied,True
Rajdhani,Train_17399,17399,191,True,2025-09-11 10:40:00,2025-09-11 13:38:00,33,17.07,0,113,8,1013,192,193,False,STN_6,4,STN_6,10,0,False,False,Loop,Under_Maintenance,False
Vande Bharat,Train_19055,19055,79,True,2025-09-11 10:23:00,2025-09-11 11:55:00,80,6.07,0,45,8,1626,80,80,True,STN_50,4,STN_50,6,2,True,False,Main,Occupied,False
Superfast,Train_16922,16922,177,True,2025-09-11 10:24:00,2025-09-11 10:32:00,62,6.73,0,65,1,1664,178,181,True,STN_38,7,STN_38,11,0,True,True,Yard,Free,True
Superfast,Train_19848,19848,11,True,2025-09-11 10:27:00,2025-09-11 11:41:00,62,18.19,0,40,2,1875,12,16,True,STN_21,10,STN_21,10,4,False,True,Loop,Occupied,True
Superfast,Train_18524,18524,16,False,2025-09-11 10:30:00,2025-09-11 13:02:00,76,13.56,0,52,58,1197,17,19,False,STN_10,1,STN_10,5,3,True,True,Yard,Free,False
Rajdhani,Train_22369,22369,17,False,2025-09-11 10:10:00,2025-09-11 13:31:00,69,4.69,101,46,0,1481,18,18,True,STN_3,2,STN_3,8,8,False,False,Main,Under_Maintenance,False
Rajdhani,Train_17339,17339,155,True,2025-09-11 10:13:00,2025-09-11 10:35:00,78,7.99,81,127,57,792,156,157,False,STN_49,3,STN_49,12,12,False,True,Main,Free,False
Superfast,Train_18437,18437,172,False,2025-09-11 10:11:00,2025-09-11 10:49:00,50,2.2,0,57,5,441,173,174,True,STN_37,7,STN_37,7,5,False,False,Loop,Under_Maintenance,True
Express,Train_21238,21238,192,False,2025-09-11 10:35:00,2025-09-11 12:16:00,32,7.43,79,71,22,1019,193,195,True,STN_44,3,STN_44,9,8,False,False,Loop,Under_Maintenance,False
Passenger,Train_21012,21012,129,True,2025-09-11 10:38:00,2025-09-11 12:07:00,45,4.04,60,66,36,1072,130,130,False,STN_10,1,STN_10,5,3,True,True,Loop,Free,True
Rajdhani,Train_15434,15434,149,True,2025-09-11 10:21:00,2025-09-11 13:26:00,35,14.16,66,60,13,890,150,151,False,STN_1,3,STN_1,5,1,False,True,Loop,Occupied,True
Rajdhani,Train_13133,13133,44,True,2025-09-11 10:17:00,2025-09-11 13:39:00,31,17.31,116,103,6,1775,45,46,False,STN_33,5,STN_33,6,6,True,False,Yard,Occupied,True
Vande Bharat,Train_14280,14280,182,False,2025-09-11 10:16:00,2025-09-11 14:59:00,79,1.65,24,64,44,1133,183,187,False,STN_50,2,STN_50,6,2,True,False,Loop,Under_Maintenance,True
Superfast,Train_15965,15965,113,True,2025-09-11 10:00:00,2025-09-11 11:55:00,68,10.92,0,53,53,1446,114,116,True,STN_49,7,STN_49,12,12,False,True,Main,Occupied,True
Rajdhani,Train_18932,18932,109,True,2025-09-11 10:05:00,2025-09-11 10:14:00,54,10.92,62,134,14,1448,110,113,True,STN_25,1,STN_25,6,0,True,True,Loop,Free,False
Shatabdi,Train_19357,19357,195,False,2025-09-11 10:02:00,2025-09-11 11:28:00,42,6.64,0,105,29,2259,196,196,False,STN_45,9,STN_45,10,4,False,False,Loop,Free,False
Rajdhani,Train_21539,21539,35,False,2025-09-11 10:12:00,2025-09-11 12:15:00,59,9.32,23,130,45,1498,36,38,False,STN_21,9,STN_21,10,4,False,True,Main,Under_Maintenance,False
Passenger,Train_20907,20907,185,True,2025-09-11 10:05:00,2025-09-11 12:48:00,41,10.13,0,176,20,1815,186,189,False,STN_17,2,STN_17,8,3,True,True,Loop,Occupied,True
Shatabdi,Train_20796,20796,99,False,2025-09-11 10:09:00,2025-09-11 12:42:00,61,20.26,47,50,38,1226,100,102,True,STN_23,6,STN_23,7,1,True,False,Yard,Occupied,True
Express,Train_13791,13791,114,True,2025-09-11 10:30:00,2025-09-11 13:53:00,73,5.56,72,67,26,2075,115,117,False,STN_26,7,STN_26,7,1,True,False,Main,Under_Maintenance,True
Vande Bharat,Train_14725,14725,110,True,2025-09-11 10:02:00,2025-09-11 13:17:00,59,8.72,0,72,57,1300,111,114,True,STN_27,11,STN_27,11,6,False,True,Main,Occupied,False
Vande Bharat,Train_21227,21227,95,True,2025-09-11 10:08:00,2025-09-11 12:41:00,71,8.01,0,55,43,1045,96,99,False,STN_27,11,STN_27,11,6,False,True,Loop,Occupied,False
Rajdhani,Train_17432,17432,27,False,2025-09-11 10:25:00,2025-09-11 11:02:00,60,7.97,43,108,33,965,28,28,True,STN_48,1,STN_48,6,5,False,False,Yard,Under_Maintenance,True
Passenger,Train_12172,12172,37,False,2025-09-11 10:15:00,2025-09-11 12:47:00,61,7.55,33,54,44,1396,38,42,False,STN_4,1,STN_4,3,1,False,False,Main,Occupied,True
Shatabdi,Train_15637,15637,190,True,2025-09-11 10:44:00,2025-09-11 13:05:00,59,7.37,0,64,23,1433,191,192,True,STN_14,3,STN_14,6,3,False,False,Main,Occupied,True
Superfast,Train_19303,19303,52,False,2025-09-11 10:21:00,2025-09-11 13:43:00,56,11.36,0,60,14,2203,53,56,False,STN_19,12,STN_19,12,2,True,True,Yard,Free,True
Vande Bharat,Train_19586,19586,128,False,2025-09-11 10:03:00,2025-09-11 14:04:00,60,15.91,113,57,49,1371,129,133,True,STN_12,5,STN_12,9,2,False,True,Main,Free,False
Passenger,Train_17651,17651,194,False,2025-09-11 10:15:00,2025-09-11 12:27:00,94,10.0,22,100,30,1459,195,199,False,STN_39,4,STN_39,6,5,False,False,Yard,Occupied,False
Superfast,Train_13712,13712,125,False,2025-09-11 10:03:00,2025-09-11 10:13:00,82,9.99,0,30,49,1266,126,129,False,STN_49,2,STN_49,12,12,False,True,Yard,Occupied,True
